invoice_id,invoice_number,invoice_date,due_date,vendor_id,vendor_name,vendor_email,vendor_address,purchase_order_number,item_description,quantity,unit_price,subtotal,tax_amount,discount,total_amount,currency,currency_change_flag,bank_account_number,bank_name,payment_method,duplicate_invoice,bank_changed,vendor_avg_amount,amount_ratio,invoice_frequency_last30days,vendor_risk_score,days_since_last_invoice,is_new_vendor,fraud_label
INV-10954,INVNO-8854,2026-03-03,2026-04-02,V-817,Delta Electronics,deltaelectronics@example.com,Ahmedabad Trade Center,PO-1283,Packaging Materials,374,1586,593164,93583.8,102,686645.8,EUR,0,7539514560,Kotak Bank,Wire,0,0,60388,11.37,2,0.88,378,0,1
INV-ADD-314,INVNO-ADD-5787,2026-04-21,2026-05-21,V-749,Metro Logistics,vendor@example.com,Bangalore Tech Zone,PO-1395,Transport Services,137,433,59321,4862.9,513,63670.9,USD,0,3216549870,Kotak Bank,Cheque,0,0,45700,1.39,1,0.34,72,0,0
INV-10659,INVNO-8825,2025-09-11,2025-10-11,V-660,Vertex Components,vertexcomponents@example.com,Ahmedabad Trade Center,PO-1357,Transport Services,311,1154,358894,28921.55,1328,386487.55,EUR,1,8529637410,State Bank,Wire,0,1,50596,7.64,9,0.32,16,0,1
INV-10463,INVNO-1049,2025-10-04,2025-11-03,V-388,Metro Logistics,metrologistics@example.com,Pune Manufacturing Hub,PO-4090,Plastic Containers,26,1105,28730,3474.73,70,32134.73,INR,0,1593572580,Axis Bank,Wire,0,0,71107,0.45,7,0.83,72,1,1
INV-10186,INVNO-5252,2025-12-12,2026-01-11,V-544,Global Plastics,globalplastics@example.com,Hyderabad Logistics Park,PO-8181,Packaging Materials,343,1517,520331,87309.9,1141,606499.9,EUR,1,7539514560,ICICI Bank,UPI,0,0,56807,10.68,5,0.18,150,0,1
INV-ADD-147,INVNO-ADD-2290,2026-02-05,2026-03-07,V-830,Vertex Components,vendor@example.com,Ahmedabad Trade Center,PO-8907,Electronic Components,18,1226,22068,1836.25,741,23163.25,EUR,0,4567891230,Axis Bank,UPI,0,0,69072,0.34,2,0.16,35,0,0
INV-10608,INVNO-3484,2025-02-04,2025-03-06,V-798,Sunrise Traders,sunrisetraders@example.com,Hyderabad Logistics Park,PO-8424,Steel Sheets,115,1727,198605,10467.01,1543,207529.01,INR,1,3216549870,Kotak Bank,Wire,1,0,76144,2.73,5,0.48,-45,0,1
INV-10143,INVNO-7550,2025-12-28,2026-01-27,V-841,ABC Steel,abcsteel@example.com,Bangalore Tech Zone,PO-4488,Machine Spare Parts,5,312,1560,263.64,930,893.64,USD,0,3216549870,IndusInd Bank,UPI,0,0,68278,0.01,5,0.65,315,0,0
INV-10751,INVNO-9158,2025-09-09,2025-10-09,V-475,Global Plastics,globalplastics@example.com,Hyderabad Logistics Park,PO-5122,Machine Spare Parts,84,218,18312,1054.84,1830,17536.84,INR,0,9876543210,Kotak Bank,Cheque,0,0,75484,0.23,1,0.31,249,0,0
INV-10981,INVNO-3990,2026-01-24,2026-02-23,V-929,Prime Packaging,primepackaging@example.com,Chennai Port District,PO-9403,Electronic Components,290,142,41180,2084.14,1618,41646.14,USD,0,7418529630,Kotak Bank,Bank Transfer,0,1,58938,0.71,2,0.43,114,0,1
INV-10197,INVNO-6143,2025-07-08,2025-08-07,V-395,Sunrise Traders,sunrisetraders@example.com,Ahmedabad Trade Center,PO-7421,Packaging Materials,400,1580,632000,48613.47,1005,679608.47,USD,0,7539514560,State Bank,UPI,0,0,73585,9.24,9,0.62,-267,1,1
INV-10883,INVNO-3601,2026-03-16,2026-04-15,V-964,Prime Packaging,primepackaging@example.com,Pune Manufacturing Hub,PO-2691,Transport Services,18,1315,23670,3267.3,935,26002.3,EUR,1,8529637410,State Bank,UPI,0,0,77202,0.34,2,0.37,-23,0,1
INV-10279,INVNO-4034,2026-01-14,2026-02-13,V-197,Vertex Components,vertexcomponents@example.com,Pune Manufacturing Hub,PO-5673,Electronic Components,353,281,99193,16662.39,139,115716.39,EUR,1,4567891230,Kotak Bank,Bank Transfer,1,0,46368,2.5,5,0.66,39,0,1
INV-10293,INVNO-5901,2025-02-14,2025-03-16,V-231,Sunrise Traders,sunrisetraders@example.com,Hyderabad Logistics Park,PO-5645,Office Equipment,81,1288,104328,12032.02,102,116258.02,EUR,1,1593572580,State Bank,Bank Transfer,0,0,40394,2.88,10,0.11,-153,0,1
INV-ADD-274,INVNO-ADD-7233,2025-10-24,2025-11-23,V-432,Sunrise Traders,vendor@example.com,Hyderabad Logistics Park,PO-1894,Office Equipment,103,1016,104648,5335.4,420,109563.4,USD,0,3216549870,Kotak Bank,Wire,0,0,70295,1.56,2,0.37,60,0,0
INV-10400,INVNO-4642,2026-04-29,2026-05-29,V-939,Delta Electronics,deltaelectronics@example.com,Chennai Port District,PO-9603,Transport Services,284,1080,306720,22620.59,1741,327599.59,EUR,0,3216549870,State Bank,Cheque,1,0,48335,6.78,2,0.55,401,1,1
INV-10122,INVNO-9487,2025-09-23,2025-10-23,V-187,Vertex Components,vertexcomponents@example.com,Pune Manufacturing Hub,PO-6720,Packaging Materials,136,1015,138040,22474.98,1309,159205.98,USD,0,4567891230,Kotak Bank,Bank Transfer,0,1,75212,2.12,4,0.76,213,1,1
INV-ADD-207,INVNO-ADD-5526,2025-09-07,2025-10-07,V-966,Sunrise Traders,vendor@example.com,Hyderabad Logistics Park,PO-6932,Plastic Containers,150,551,82650,6926.73,784,88792.73,INR,0,1234567890,ICICI Bank,Cheque,0,0,75103,1.18,1,0.19,22,0,0
INV-10202,INVNO-1878,2026-04-23,2026-05-23,V-251,Omega Supplies,omegasupplies@example.com,Mumbai Industrial Area,PO-7127,Machine Spare Parts,14,742,10388,717.96,456,10649.96,INR,1,1593572580,State Bank,Bank Transfer,0,0,69800,0.15,2,0.48,443,0,0
INV-10835,INVNO-8095,2025-03-13,2025-04-12,V-493,Sunrise Traders,sunrisetraders@example.com,Chennai Port District,PO-3846,Office Equipment,276,264,72864,7961.89,579,80246.89,USD,0,7418529630,Kotak Bank,Wire,1,1,44848,1.79,10,0.69,-111,0,1
INV-10246,INVNO-5250,2026-04-06,2026-05-06,V-935,ABC Steel,abcsteel@example.com,Ahmedabad Trade Center,PO-5001,Plastic Containers,290,262,75980,12407.36,349,88038.36,USD,0,4567891230,Kotak Bank,UPI,1,1,57349,1.54,4,0.78,286,0,1
INV-ADD-331,INVNO-ADD-9542,2025-10-25,2025-11-24,V-944,ABC Steel,vendor@example.com,Hyderabad Logistics Park,PO-1741,Packaging Materials,79,1342,106018,6704.25,862,111860.25,EUR,0,3216549870,Kotak Bank,UPI,0,0,56944,1.96,1,0.16,45,0,0
INV-ADD-317,INVNO-ADD-7137,2026-01-28,2026-02-27,V-223,Delta Electronics,vendor@example.com,Delhi Business Park,PO-9084,Steel Sheets,113,198,22374,1745.17,754,23365.17,EUR,0,7539514560,State Bank,UPI,0,0,77659,0.3,1,0.36,53,0,0
INV-ADD-153,INVNO-ADD-7562,2025-01-30,2025-03-01,V-956,ABC Steel,vendor@example.com,Chennai Port District,PO-9566,Packaging Materials,104,1279,133016,15919.99,871,148064.99,USD,0,8529637410,IndusInd Bank,Wire,0,0,51732,2.86,4,0.18,72,0,0
INV-10384,INVNO-6946,2025-08-25,2025-09-24,V-489,Delta Electronics,deltaelectronics@example.com,Delhi Business Park,PO-4542,Industrial Tools,303,823,249369,28465.27,1347,276487.27,USD,1,8529637410,State Bank,Wire,0,1,57542,4.8,3,0.3,-263,1,1
INV-10854,INVNO-1124,2026-04-21,2026-05-21,V-185,Sunrise Traders,sunrisetraders@example.com,Chennai Port District,PO-6084,Industrial Tools,155,765,118575,14824.87,1645,131754.87,INR,1,4567891230,HDFC Bank,Cheque,1,0,66669,1.98,8,0.53,393,1,1
INV-10219,INVNO-7496,2026-01-12,2026-02-11,V-370,Sunrise Traders,sunrisetraders@example.com,Chennai Port District,PO-8937,Machine Spare Parts,194,870,168780,14189.22,1774,181195.22,EUR,1,7539514560,IndusInd Bank,UPI,0,0,64583,2.81,2,0.71,188,0,0
INV-10641,INVNO-2561,2025-12-30,2026-01-29,V-309,Prime Packaging,primepackaging@example.com,Hyderabad Logistics Park,PO-7951,Machine Spare Parts,379,1090,413110,40817.36,1194,452733.36,USD,0,3216549870,ICICI Bank,UPI,0,0,49599,9.13,7,0.7,352,0,1
INV-10001,INVNO-3488,2025-01-10,2025-02-09,V-695,Omega Supplies,omegasupplies@example.com,Chennai Port District,PO-8154,Electronic Components,145,190,27550,2831.76,1859,28522.76,USD,0,7418529630,ICICI Bank,Cheque,1,1,74279,0.38,7,0.77,51,0,1
INV-10112,INVNO-3254,2025-10-12,2025-11-11,V-528,Global Plastics,globalplastics@example.com,Ahmedabad Trade Center,PO-5621,Electronic Components,54,1119,60426,3509.72,1464,62471.72,USD,1,3216549870,IndusInd Bank,UPI,0,0,55775,1.12,10,0.42,-39,0,1
INV-10698,INVNO-2743,2025-11-03,2025-12-03,V-864,ABC Steel,abcsteel@example.com,Ahmedabad Trade Center,PO-9026,Electronic Components,181,861,155841,12054.23,483,167412.23,USD,0,7539514560,ICICI Bank,Bank Transfer,0,0,72354,2.31,4,0.57,234,1,0
INV-ADD-338,INVNO-ADD-4607,2025-04-12,2025-05-12,V-143,Global Plastics,vendor@example.com,Pune Manufacturing Hub,PO-8028,Machine Spare Parts,13,229,2977,292.71,1020,2249.71,INR,0,4567891230,IndusInd Bank,UPI,0,0,44599,0.05,1,0.21,47,0,0
INV-10951,INVNO-3053,2025-04-22,2025-05-22,V-196,ABC Steel,abcsteel@example.com,Delhi Business Park,PO-5190,Plastic Containers,213,1312,279456,28304.77,523,307237.77,INR,1,4567891230,Axis Bank,Wire,1,0,78502,3.91,9,0.68,24,0,1
INV-ADD-235,INVNO-ADD-1710,2026-01-29,2026-02-28,V-567,ABC Steel,vendor@example.com,Bangalore Tech Zone,PO-1914,Plastic Containers,47,118,5546,397.53,1451,4492.53,USD,0,1234567890,HDFC Bank,Cheque,0,0,47171,0.1,3,0.16,67,0,0
INV-ADD-263,INVNO-ADD-3664,2025-02-01,2025-03-03,V-622,Omega Supplies,vendor@example.com,Ahmedabad Trade Center,PO-8750,Industrial Tools,147,1072,157584,10899.09,1058,167425.09,USD,0,9876543210,State Bank,Wire,0,0,64684,2.59,5,0.23,44,0,0
INV-10441,INVNO-8437,2026-04-13,2026-05-13,V-230,ABC Steel,abcsteel@example.com,Ahmedabad Trade Center,PO-3946,Office Equipment,4,1240,4960,729.3,1022,4667.3,INR,1,3216549870,ICICI Bank,Wire,0,0,60551,0.08,9,0.68,190,0,0
INV-ADD-136,INVNO-ADD-9603,2026-03-02,2026-04-01,V-324,Omega Supplies,vendor@example.com,Delhi Business Park,PO-9060,Industrial Tools,11,926,10186,881.31,758,10309.31,EUR,0,1593572580,IndusInd Bank,Cheque,0,0,78756,0.13,2,0.24,85,0,0
INV-10663,INVNO-6509,2025-06-02,2025-07-02,V-134,Vertex Components,vertexcomponents@example.com,Ahmedabad Trade Center,PO-9994,Machine Spare Parts,278,803,223234,16637.17,1423,238448.17,INR,1,1234567890,Kotak Bank,Cheque,1,1,59707,3.99,2,0.85,-101,0,1
INV-ADD-282,INVNO-ADD-2028,2025-11-15,2025-12-15,V-476,Global Plastics,vendor@example.com,Bangalore Tech Zone,PO-3184,Plastic Containers,11,688,7568,521.35,855,7234.35,INR,0,7418529630,State Bank,Bank Transfer,0,0,40629,0.18,3,0.25,60,0,0
INV-10317,INVNO-6769,2025-07-31,2025-08-30,V-409,Metro Logistics,metrologistics@example.com,Bangalore Tech Zone,PO-7489,Plastic Containers,47,120,5640,874.0,902,5612.0,EUR,1,1234567890,ICICI Bank,Wire,0,1,45185,0.12,2,0.3,-52,1,1
INV-10648,INVNO-5141,2025-08-05,2025-09-04,V-145,Sunrise Traders,sunrisetraders@example.com,Bangalore Tech Zone,PO-4068,Packaging Materials,281,592,166352,21745.36,1743,186354.36,USD,0,9876543210,IndusInd Bank,Wire,0,1,74053,2.52,8,0.1,-244,0,1
INV-10709,INVNO-9596,2025-08-28,2025-09-27,V-810,Omega Supplies,omegasupplies@example.com,Chennai Port District,PO-8698,Plastic Containers,256,1031,263936,16734.44,260,280410.44,INR,1,4567891230,Axis Bank,Bank Transfer,0,0,78690,3.56,2,0.36,11,0,0
INV-10972,INVNO-4994,2026-03-22,2026-04-21,V-958,ABC Steel,abcsteel@example.com,Mumbai Industrial Area,PO-3898,Plastic Containers,273,1727,471471,72521.81,1406,542586.81,EUR,1,9876543210,Axis Bank,Cheque,0,1,73043,7.43,6,0.46,89,0,1
INV-10627,INVNO-7037,2025-03-12,2025-04-11,V-770,Omega Supplies,omegasupplies@example.com,Chennai Port District,PO-8257,Electronic Components,333,1266,421578,64914.32,1580,484912.32,USD,0,1593572580,IndusInd Bank,UPI,0,1,58532,8.28,4,0.33,-275,1,1
INV-10632,INVNO-6536,2025-12-07,2026-01-06,V-119,Prime Packaging,primepackaging@example.com,Hyderabad Logistics Park,PO-2288,Industrial Tools,55,779,42845,6650.66,933,48562.66,EUR,1,7539514560,ICICI Bank,Bank Transfer,0,1,41935,1.16,4,0.78,287,0,1
INV-ADD-365,INVNO-ADD-4494,2026-02-21,2026-03-23,V-923,Vertex Components,vendor@example.com,Ahmedabad Trade Center,PO-1566,Packaging Materials,168,442,74256,8892.03,664,82484.03,EUR,0,1234567890,IndusInd Bank,Cheque,0,0,53028,1.56,5,0.25,57,0,0
INV-ADD-293,INVNO-ADD-6300,2026-04-06,2026-05-06,V-805,Omega Supplies,vendor@example.com,Chennai Port District,PO-7692,Plastic Containers,51,621,31671,1953.55,1483,32141.55,EUR,0,7418529630,Kotak Bank,Wire,0,0,43251,0.74,5,0.38,21,0,0
INV-10795,INVNO-5077,2025-12-08,2026-01-07,V-172,Prime Packaging,primepackaging@example.com,Chennai Port District,PO-7983,Packaging Materials,245,740,181300,17444.13,1756,196988.13,INR,1,1234567890,IndusInd Bank,Bank Transfer,1,0,41350,4.76,8,0.4,250,0,1
INV-10645,INVNO-4683,2026-04-15,2026-05-15,V-596,Delta Electronics,deltaelectronics@example.com,Pune Manufacturing Hub,PO-9113,Office Equipment,392,136,53312,4788.88,1982,56118.88,USD,1,1234567890,IndusInd Bank,Wire,0,0,75952,0.74,5,0.53,101,0,0
INV-ADD-12,INVNO-ADD-6732,2025-07-29,2025-08-28,V-701,Sunrise Traders,vendor@example.com,Hyderabad Logistics Park,PO-3372,Plastic Containers,126,1130,142380,17065.26,1118,158327.26,EUR,0,8529637410,IndusInd Bank,Wire,0,0,61959,2.56,4,0.11,39,0,0
INV-10556,INVNO-4090,2025-01-12,2025-02-11,V-456,Prime Packaging,primepackaging@example.com,Pune Manufacturing Hub,PO-9895,Plastic Containers,264,499,131736,23212.0,1631,153317.0,USD,0,7418529630,ICICI Bank,UPI,0,0,79191,1.94,4,0.68,-376,0,1
INV-10681,INVNO-5101,2025-08-13,2025-09-12,V-717,Sunrise Traders,sunrisetraders@example.com,Delhi Business Park,PO-5821,Plastic Containers,189,1408,266112,38907.73,1411,303608.73,INR,1,1234567890,HDFC Bank,Cheque,0,0,71240,4.26,2,0.25,-66,1,1
INV-10577,INVNO-2733,2025-06-21,2025-07-21,V-598,Omega Supplies,omegasupplies@example.com,Mumbai Industrial Area,PO-9917,Plastic Containers,84,530,44520,4654.98,1627,47547.98,EUR,1,7539514560,IndusInd Bank,Bank Transfer,0,0,68388,0.7,4,0.46,-35,0,1
INV-ADD-109,INVNO-ADD-1390,2026-05-01,2026-05-31,V-305,ABC Steel,vendor@example.com,Ahmedabad Trade Center,PO-8702,Packaging Materials,134,970,129980,11126.09,550,140556.09,EUR,0,1234567890,IndusInd Bank,Wire,0,0,42558,3.3,2,0.3,57,0,0
INV-ADD-183,INVNO-ADD-8072,2025-01-09,2025-02-08,V-439,Prime Packaging,vendor@example.com,Hyderabad Logistics Park,PO-4919,Machine Spare Parts,109,1019,111071,5636.82,274,116433.82,USD,0,1593572580,HDFC Bank,Wire,0,0,77724,1.5,2,0.35,90,0,0
INV-10524,INVNO-7181,2025-02-04,2025-03-06,V-567,Metro Logistics,metrologistics@example.com,Pune Manufacturing Hub,PO-9116,Steel Sheets,330,1456,480480,45620.14,491,525609.14,INR,0,9876543210,Kotak Bank,Cheque,0,0,78023,6.74,3,0.29,-97,0,1
INV-ADD-59,INVNO-ADD-3531,2025-06-24,2025-07-24,V-807,Prime Packaging,vendor@example.com,Pune Manufacturing Hub,PO-6715,Packaging Materials,9,674,6066,354.42,1087,5333.42,EUR,0,1234567890,State Bank,Bank Transfer,0,0,42907,0.12,2,0.24,62,0,0
INV-10540,INVNO-8289,2025-07-26,2025-08-25,V-290,Omega Supplies,omegasupplies@example.com,Ahmedabad Trade Center,PO-7123,Industrial Tools,87,1857,161559,26519.15,1842,186236.15,EUR,1,1234567890,Kotak Bank,Bank Transfer,0,1,65363,2.85,2,0.59,81,1,1
INV-ADD-194,INVNO-ADD-8676,2025-07-08,2025-08-07,V-752,ABC Steel,vendor@example.com,Mumbai Industrial Area,PO-8548,Office Equipment,166,990,164340,19605.01,363,183582.01,INR,0,3216549870,HDFC Bank,UPI,0,0,49699,3.69,4,0.35,86,0,0
INV-10748,INVNO-5524,2025-09-12,2025-10-12,V-823,Omega Supplies,omegasupplies@example.com,Pune Manufacturing Hub,PO-9962,Electronic Components,11,489,5379,627.21,334,5672.21,INR,1,1234567890,State Bank,UPI,0,0,48814,0.12,10,0.11,42,0,0
INV-ADD-296,INVNO-ADD-3442,2026-01-28,2026-02-27,V-506,Delta Electronics,vendor@example.com,Bangalore Tech Zone,PO-5418,Machine Spare Parts,33,123,4059,430.05,223,4266.05,EUR,0,7539514560,State Bank,Cheque,0,0,49454,0.09,1,0.35,32,0,0
INV-10484,INVNO-7667,2026-02-26,2026-03-28,V-586,Sunrise Traders,sunrisetraders@example.com,Mumbai Industrial Area,PO-2290,Electronic Components,134,574,76916,12054.24,280,88690.24,INR,1,1234567890,HDFC Bank,Cheque,0,0,71746,1.24,6,0.41,-2,0,1
INV-10095,INVNO-6658,2025-07-13,2025-08-12,V-273,ABC Steel,abcsteel@example.com,Mumbai Industrial Area,PO-1775,Machine Spare Parts,394,1911,752934,80957.8,1151,832740.8,EUR,1,9876543210,Axis Bank,Cheque,1,0,74166,11.23,2,0.7,-288,0,1
INV-ADD-20,INVNO-ADD-3041,2026-03-11,2026-04-10,V-943,Global Plastics,vendor@example.com,Pune Manufacturing Hub,PO-3519,Machine Spare Parts,55,1094,60170,6023.74,825,65368.74,INR,0,8529637410,Kotak Bank,UPI,0,0,77343,0.85,5,0.28,73,0,0
INV-10563,INVNO-3562,2025-07-04,2025-08-03,V-877,Vertex Components,vertexcomponents@example.com,Chennai Port District,PO-1886,Electronic Components,15,1645,24675,4399.32,698,28376.32,INR,1,7418529630,ICICI Bank,Cheque,1,0,78974,0.36,1,0.55,-191,1,1
INV-ADD-264,INVNO-ADD-7237,2026-03-28,2026-04-27,V-473,ABC Steel,vendor@example.com,Chennai Port District,PO-2137,Transport Services,71,520,36920,2555.9,237,39238.9,INR,0,8529637410,HDFC Bank,UPI,0,0,73088,0.54,2,0.26,67,0,0
INV-10742,INVNO-9401,2025-08-30,2025-09-29,V-529,Sunrise Traders,sunrisetraders@example.com,Ahmedabad Trade Center,PO-4141,Transport Services,279,844,235476,17146.1,1600,251022.1,INR,1,4567891230,ICICI Bank,Wire,0,0,56598,4.44,10,0.53,-76,0,1
INV-10863,INVNO-9607,2025-05-25,2025-06-24,V-596,Prime Packaging,primepackaging@example.com,Chennai Port District,PO-3465,Transport Services,314,1897,595658,53124.83,401,648381.83,INR,1,1593572580,Axis Bank,Wire,1,0,48030,13.5,9,0.11,-228,0,1
INV-10891,INVNO-6941,2026-01-23,2026-02-22,V-356,ABC Steel,abcsteel@example.com,Ahmedabad Trade Center,PO-8694,Packaging Materials,143,1992,284856,17202.97,965,301093.97,USD,0,1234567890,IndusInd Bank,Cheque,0,0,41278,7.29,8,0.88,-9,0,1
INV-ADD-38,INVNO-ADD-8076,2026-02-22,2026-03-24,V-478,Omega Supplies,vendor@example.com,Chennai Port District,PO-8934,Steel Sheets,200,324,64800,4389.53,658,68531.53,INR,0,4567891230,Kotak Bank,Cheque,0,0,79807,0.86,4,0.12,72,0,0
INV-10206,INVNO-3928,2026-04-22,2026-05-22,V-840,Vertex Components,vertexcomponents@example.com,Hyderabad Logistics Park,PO-2144,Office Equipment,222,1534,340548,48158.75,756,387950.75,EUR,1,1234567890,ICICI Bank,Wire,0,0,48907,7.93,10,0.9,-10,0,1
INV-10392,INVNO-9367,2026-02-05,2026-03-07,V-679,Omega Supplies,omegasupplies@example.com,Hyderabad Logistics Park,PO-1129,Office Equipment,132,931,122892,13974.96,1585,135281.96,INR,1,7418529630,Axis Bank,Cheque,0,0,45927,2.95,4,0.11,-12,1,1
INV-10794,INVNO-7825,2026-02-12,2026-03-14,V-893,Vertex Components,vertexcomponents@example.com,Ahmedabad Trade Center,PO-9899,Steel Sheets,143,1225,175175,26361.83,1653,199883.83,INR,1,1593572580,HDFC Bank,Cheque,1,1,72308,2.76,2,0.43,-16,0,1
INV-10870,INVNO-7279,2026-04-30,2026-05-30,V-116,Omega Supplies,omegasupplies@example.com,Bangalore Tech Zone,PO-9189,Electronic Components,362,642,232404,12946.6,844,244506.6,INR,1,3216549870,State Bank,Bank Transfer,1,1,42976,5.69,7,0.63,28,0,1
INV-10397,INVNO-3452,2025-11-01,2025-12-01,V-359,Prime Packaging,primepackaging@example.com,Ahmedabad Trade Center,PO-9126,Transport Services,109,1218,132762,16080.74,1348,147494.74,USD,0,7418529630,Axis Bank,Cheque,0,1,44219,3.34,9,0.36,-30,0,1
INV-10766,INVNO-7129,2026-01-13,2026-02-12,V-373,Sunrise Traders,sunrisetraders@example.com,Delhi Business Park,PO-9053,Plastic Containers,196,643,126028,19706.28,1672,144062.28,EUR,1,7418529630,IndusInd Bank,UPI,1,0,45405,3.17,5,0.24,302,0,1
INV-ADD-286,INVNO-ADD-9561,2026-04-19,2026-05-19,V-141,Omega Supplies,vendor@example.com,Mumbai Industrial Area,PO-1771,Plastic Containers,82,1395,114390,6740.67,1195,119935.67,INR,0,3216549870,Kotak Bank,Wire,0,0,52240,2.3,5,0.18,83,0,0
INV-ADD-241,INVNO-ADD-7189,2025-06-16,2025-07-16,V-676,ABC Steel,vendor@example.com,Chennai Port District,PO-3283,Steel Sheets,77,1419,109263,12798.8,1142,120919.8,INR,0,3216549870,HDFC Bank,Wire,0,0,62277,1.94,3,0.26,39,0,0
INV-ADD-28,INVNO-ADD-4870,2025-12-21,2026-01-20,V-664,Global Plastics,vendor@example.com,Pune Manufacturing Hub,PO-7206,Office Equipment,64,875,56000,4616.84,406,60210.84,USD,0,4567891230,Axis Bank,Cheque,0,0,50380,1.2,3,0.19,32,0,0
INV-10642,INVNO-4119,2026-01-04,2026-02-03,V-731,Delta Electronics,deltaelectronics@example.com,Pune Manufacturing Hub,PO-5892,Packaging Materials,336,571,191856,17707.41,964,208599.41,USD,1,8529637410,Axis Bank,Bank Transfer,0,0,79121,2.64,2,0.71,-55,0,1
INV-10612,INVNO-5131,2025-04-12,2025-05-12,V-189,Vertex Components,vertexcomponents@example.com,Bangalore Tech Zone,PO-8669,Plastic Containers,391,1091,426581,60036.35,1960,484657.35,INR,1,1593572580,Axis Bank,UPI,0,1,44421,10.91,6,0.73,-322,0,1
INV-10960,INVNO-6795,2026-01-06,2026-02-05,V-144,Global Plastics,globalplastics@example.com,Mumbai Industrial Area,PO-3092,Office Equipment,283,1793,507419,30863.96,814,537468.96,EUR,1,7418529630,HDFC Bank,Bank Transfer,0,1,43528,12.35,1,0.79,-52,0,1
INV-10725,INVNO-9874,2026-03-08,2026-04-07,V-295,Omega Supplies,omegasupplies@example.com,Pune Manufacturing Hub,PO-4796,Office Equipment,125,561,70125,6548.32,1096,75577.32,EUR,1,7539514560,HDFC Bank,Cheque,0,0,70073,1.08,2,0.56,192,0,0
INV-10683,INVNO-2470,2025-06-29,2025-07-29,V-641,Global Plastics,globalplastics@example.com,Chennai Port District,PO-2627,Plastic Containers,276,1737,479412,43193.0,922,521683.0,USD,1,3216549870,IndusInd Bank,UPI,0,0,44531,11.72,8,0.18,94,0,1
INV-10098,INVNO-7010,2026-02-11,2026-03-13,V-651,Global Plastics,globalplastics@example.com,Delhi Business Park,PO-6033,Electronic Components,253,480,121440,16412.96,24,137828.96,INR,0,7539514560,IndusInd Bank,Cheque,0,0,47650,2.89,9,0.57,-57,1,1
INV-10804,INVNO-4084,2025-08-12,2025-09-11,V-589,ABC Steel,abcsteel@example.com,Mumbai Industrial Area,PO-9701,Electronic Components,105,430,45150,3096.77,1313,46933.77,INR,1,7539514560,HDFC Bank,Bank Transfer,0,0,78781,0.6,2,0.87,-52,0,1
INV-10406,INVNO-9116,2025-04-20,2025-05-20,V-105,Global Plastics,globalplastics@example.com,Hyderabad Logistics Park,PO-2626,Industrial Tools,342,1551,530442,34280.55,973,563749.55,EUR,1,9876543210,Kotak Bank,Cheque,1,0,56591,9.96,8,0.31,-349,0,1
INV-10502,INVNO-4036,2025-06-14,2025-07-14,V-689,Prime Packaging,primepackaging@example.com,Mumbai Industrial Area,PO-8220,Transport Services,232,570,132240,6827.96,636,138431.96,EUR,1,9876543210,State Bank,Cheque,0,1,78138,1.77,9,0.87,-283,1,1
INV-ADD-71,INVNO-ADD-7653,2025-04-29,2025-05-29,V-324,Vertex Components,vendor@example.com,Chennai Port District,PO-8014,Transport Services,147,162,23814,1566.24,153,25227.24,EUR,0,8529637410,Kotak Bank,Cheque,0,0,49467,0.51,2,0.22,78,0,0
INV-ADD-56,INVNO-ADD-6323,2025-06-12,2025-07-12,V-680,Prime Packaging,vendor@example.com,Hyderabad Logistics Park,PO-6678,Industrial Tools,119,1197,142443,12177.86,239,154381.86,INR,0,1593572580,Axis Bank,Wire,0,0,79716,1.94,5,0.23,72,0,0
INV-10929,INVNO-8359,2026-02-01,2026-03-03,V-268,Omega Supplies,omegasupplies@example.com,Mumbai Industrial Area,PO-5453,Transport Services,245,1967,481915,42294.19,1616,522593.19,INR,1,7539514560,IndusInd Bank,UPI,1,1,41947,12.46,10,0.28,84,0,1
INV-10779,INVNO-5130,2025-08-10,2025-09-09,V-513,Sunrise Traders,sunrisetraders@example.com,Ahmedabad Trade Center,PO-1406,Electronic Components,64,1020,65280,8765.35,1720,72325.35,USD,0,7539514560,HDFC Bank,Wire,0,0,71149,1.02,2,0.74,36,0,0
INV-10200,INVNO-9604,2025-11-12,2025-12-12,V-407,ABC Steel,abcsteel@example.com,Ahmedabad Trade Center,PO-6712,Packaging Materials,64,753,48192,3595.64,910,50877.64,INR,1,3216549870,State Bank,Cheque,0,0,60611,0.84,4,0.23,-168,0,1
INV-10134,INVNO-7503,2025-04-28,2025-05-28,V-604,Vertex Components,vertexcomponents@example.com,Ahmedabad Trade Center,PO-2599,Packaging Materials,343,1851,634893,84489.56,371,719011.56,USD,0,3216549870,ICICI Bank,Bank Transfer,0,0,64764,11.1,2,0.36,-136,0,1
INV-ADD-51,INVNO-ADD-5693,2025-08-17,2025-09-16,V-906,Vertex Components,vendor@example.com,Hyderabad Logistics Park,PO-8663,Packaging Materials,58,563,32654,1982.16,126,34510.16,EUR,0,1234567890,Kotak Bank,Bank Transfer,0,0,71013,0.49,2,0.29,57,0,0
INV-10040,INVNO-4053,2025-06-19,2025-07-19,V-920,Vertex Components,vertexcomponents@example.com,Mumbai Industrial Area,PO-6437,Transport Services,55,539,29645,5160.56,873,33932.56,USD,0,3216549870,Kotak Bank,Cheque,1,0,46664,0.73,1,0.79,-77,0,1
